ID,name,price,stock,createdAt,createdBy,modifiedAt,modifiedBy
8443293d-12c6-4360-959b-ee17432a759e,name-8443293,3868657029997.12,11,2009-12-23T00:00:00.000Z,createdBy.50yvx@example.net,2008-01-24T00:00:00.000Z,modifiedBy.50yvx@example.net
8443294d-13fd-4c61-a8ef-1186d0bdb21c,name-8443294,3379788096340.17,23,2020-03-24T00:00:00.000Z,createdBy.50yvy@example.com,2023-03-05T00:00:00.000Z,modifiedBy.50yvy@example.net
84432951-f667-41fc-bc0a-03b081ad3e57,name-8443295,542087487834.32,27,2017-06-14T00:00:00.000Z,createdBy.50yvz@example.org,2016-10-26T00:00:00.000Z,modifiedBy.50yvz@example.net
84432963-fa88-447a-b29a-812eb77f26a5,name-8443296,788699570852.99,36,2013-12-08T00:00:00.000Z,createdBy.50yw0@example.net,2012-07-01T00:00:00.000Z,modifiedBy.50yw0@example.org
8443297e-482f-45b5-a3ae-8903d6f798e2,name-8443297,1384325984753.83,44,2019-04-10T00:00:00.000Z,createdBy.50yw1@example.net,2020-05-06T00:00:00.000Z,modifiedBy.50yw1@example.net
84432980-a070-4ac2-8b9c-87f9d6757008,name-8443298,2198739962887.45,13,2012-06-10T00:00:00.000Z,createdBy.50yw2@example.com,2008-02-19T00:00:00.000Z,modifiedBy.50yw2@example.net
84432991-725e-49cb-9e15-7d329dd8e425,name-8443299,2692573401983.49,34,2016-07-22T00:00:00.000Z,createdBy.50yw3@example.org,2020-12-17T00:00:00.000Z,modifiedBy.50yw3@example.net
84433006-e268-4d72-a9a3-5e31f3b2ffc5,name-8443300,2737854726895.66,35,2002-05-29T00:00:00.000Z,createdBy.50yw4@example.org,2014-08-14T00:00:00.000Z,modifiedBy.50yw4@example.org
84433015-8ba5-427f-908e-c332d8be15b1,name-8443301,3313287955917.12,13,2003-02-02T00:00:00.000Z,createdBy.50yw5@example.org,2007-06-18T00:00:00.000Z,modifiedBy.50yw5@example.com
8443302b-7280-4ad7-8d82-f72450b28358,name-8443302,7114423935468.13,57,2001-06-11T00:00:00.000Z,createdBy.50yw6@example.org,2006-07-28T00:00:00.000Z,modifiedBy.50yw6@example.com
84433032-3571-473e-926d-78a1f52a292e,name-8443303,6302879457213.31,29,2018-02-27T00:00:00.000Z,createdBy.50yw7@example.org,2001-07-19T00:00:00.000Z,modifiedBy.50yw7@example.com
84433044-9a26-4032-8203-5177be16ccff,name-8443304,5203509790476.97,30,2007-10-29T00:00:00.000Z,createdBy.50yw8@example.com,2010-01-11T00:00:00.000Z,modifiedBy.50yw8@example.org
84433051-8580-4e0e-82e6-c523dc7509de,name-8443305,8641282995629.86,95,2018-03-24T00:00:00.000Z,createdBy.50yw9@example.org,2016-12-21T00:00:00.000Z,modifiedBy.50yw9@example.org
8443306e-d1f0-4800-b520-88054af2bfcd,name-8443306,9711676944792.14,78,2011-12-28T00:00:00.000Z,createdBy.50ywa@example.com,2010-06-06T00:00:00.000Z,modifiedBy.50ywa@example.com
84433071-37ca-4b20-8f7e-793845ef29c8,name-8443307,1182079114106.55,84,2016-11-21T00:00:00.000Z,createdBy.50ywb@example.net,2017-01-21T00:00:00.000Z,modifiedBy.50ywb@example.org
84433083-90a0-4a65-9c73-0dcea6a4d203,name-8443308,4968223388708.6,26,2002-04-16T00:00:00.000Z,createdBy.50ywc@example.com,2022-02-20T00:00:00.000Z,modifiedBy.50ywc@example.net
8443309f-7da5-458b-965b-43ad22efb0d9,name-8443309,5725045012564.76,34,2012-05-18T00:00:00.000Z,createdBy.50ywd@example.com,2009-10-25T00:00:00.000Z,modifiedBy.50ywd@example.com
84433104-bddd-4f30-92df-5c41fb2a3bc0,name-8443310,6019700605232.64,1,2002-03-14T00:00:00.000Z,createdBy.50ywe@example.com,2007-07-27T00:00:00.000Z,modifiedBy.50ywe@example.net
84433113-ed25-4843-89f1-5f9e578bf4e3,name-8443311,3585911844482.6,10,2016-08-29T00:00:00.000Z,createdBy.50ywf@example.com,2022-09-14T00:00:00.000Z,modifiedBy.50ywf@example.org
84433120-0ed4-4bdc-8367-f05def7c1191,name-8443312,8432248520970.5,85,2019-01-22T00:00:00.000Z,createdBy.50ywg@example.com,2022-03-14T00:00:00.000Z,modifiedBy.50ywg@example.net
8443313c-7467-4194-9b13-b1b43331a10a,name-8443313,895155246929.57,68,2004-05-23T00:00:00.000Z,createdBy.50ywh@example.org,2012-02-04T00:00:00.000Z,modifiedBy.50ywh@example.org
84433149-396d-44af-b1e1-f34544a7a129,name-8443314,496985231296.85,46,2011-07-25T00:00:00.000Z,createdBy.50ywi@example.net,2019-09-20T00:00:00.000Z,modifiedBy.50ywi@example.org
84433152-d986-458e-9996-cf8fad6e5f96,name-8443315,4438584142560.51,58,2010-01-13T00:00:00.000Z,createdBy.50ywj@example.com,2004-12-11T00:00:00.000Z,modifiedBy.50ywj@example.com
84433169-2c65-46c8-a2b0-8569e2bdc120,name-8443316,8972943114918.49,17,2009-01-13T00:00:00.000Z,createdBy.50ywk@example.com,2016-05-23T00:00:00.000Z,modifiedBy.50ywk@example.org
84433174-f3cc-464d-8e3a-4bf80c5050e2,name-8443317,5017617936193.37,5,2001-10-12T00:00:00.000Z,createdBy.50ywl@example.net,2017-07-11T00:00:00.000Z,modifiedBy.50ywl@example.net
8443318a-866b-4216-b47f-29c7cd65d86c,name-8443318,4510673167425.46,66,2018-07-13T00:00:00.000Z,createdBy.50ywm@example.net,2022-10-26T00:00:00.000Z,modifiedBy.50ywm@example.com
84433191-e372-4f80-9f31-b65022227339,name-8443319,4999171376049.96,50,2010-03-05T00:00:00.000Z,createdBy.50ywn@example.com,2014-06-30T00:00:00.000Z,modifiedBy.50ywn@example.org
8443320b-c59d-465a-9cdd-e5ae7c0b68de,name-8443320,2238121472683,12,2019-06-25T00:00:00.000Z,createdBy.50ywo@example.org,2010-04-02T00:00:00.000Z,modifiedBy.50ywo@example.org
8443321e-d538-49ae-925d-53a88d032b16,name-8443321,9605303092576.85,7,2016-03-29T00:00:00.000Z,createdBy.50ywp@example.org,2014-05-18T00:00:00.000Z,modifiedBy.50ywp@example.com
84433221-9e52-432f-9389-b352ab9cc6b3,name-8443322,7423867302845.47,82,2002-05-31T00:00:00.000Z,createdBy.50ywq@example.com,2007-08-04T00:00:00.000Z,modifiedBy.50ywq@example.com
8443323f-54d5-4930-978b-558c9d092f93,name-8443323,7510419954045.18,82,2022-08-29T00:00:00.000Z,createdBy.50ywr@example.com,2010-02-08T00:00:00.000Z,modifiedBy.50ywr@example.com
84433240-ac59-4187-a5cc-6883746b35ed,name-8443324,5811726064286.65,7,2023-01-16T00:00:00.000Z,createdBy.50yws@example.org,2001-09-24T00:00:00.000Z,modifiedBy.50yws@example.net
8443325d-c567-4a8a-8e4d-3fd67000e819,name-8443325,1947347163412.8,20,2015-05-25T00:00:00.000Z,createdBy.50ywt@example.com,2018-05-25T00:00:00.000Z,modifiedBy.50ywt@example.com
8443326c-82ea-413f-9c84-4f822c1bf07e,name-8443326,5969901973755.57,21,2002-02-28T00:00:00.000Z,createdBy.50ywu@example.com,2003-04-25T00:00:00.000Z,modifiedBy.50ywu@example.org
84433273-e6a6-47c1-b24a-faba929bf731,name-8443327,5261752015038.47,14,2006-07-02T00:00:00.000Z,createdBy.50ywv@example.com,2023-12-23T00:00:00.000Z,modifiedBy.50ywv@example.com
84433287-9db2-46d7-a823-f5052299e067,name-8443328,3043983598469.34,69,2006-02-20T00:00:00.000Z,createdBy.50yww@example.org,2021-03-03T00:00:00.000Z,modifiedBy.50yww@example.org
84433292-922a-4584-a63c-23bd62944e81,name-8443329,7370074408101.63,60,2004-12-05T00:00:00.000Z,createdBy.50ywx@example.com,2016-02-28T00:00:00.000Z,modifiedBy.50ywx@example.com
84433305-e1c2-48b5-87c0-a7bc81e989dd,name-8443330,8849151165555.74,69,2023-05-29T00:00:00.000Z,createdBy.50ywy@example.net,2003-04-18T00:00:00.000Z,modifiedBy.50ywy@example.org
84433310-b768-45e4-8055-1c02e204efe0,name-8443331,968092092881.38,85,2010-04-09T00:00:00.000Z,createdBy.50ywz@example.com,2004-12-22T00:00:00.000Z,modifiedBy.50ywz@example.org
8443332b-3419-462d-853c-6bca55b21d5c,name-8443332,1002050883615.4,89,2004-12-15T00:00:00.000Z,createdBy.50yx0@example.net,2014-12-13T00:00:00.000Z,modifiedBy.50yx0@example.com
84433333-cde3-4623-a355-03cbc20e2e06,name-8443333,8761063372832.81,57,2018-01-27T00:00:00.000Z,createdBy.50yx1@example.net,2022-05-12T00:00:00.000Z,modifiedBy.50yx1@example.net
84433342-a9b6-4582-b2b1-bd60b5872496,name-8443334,7151796040052.34,97,2016-01-02T00:00:00.000Z,createdBy.50yx2@example.com,2009-10-22T00:00:00.000Z,modifiedBy.50yx2@example.net
84433354-ed2b-454b-8c32-70e706c2699f,name-8443335,1059604843620.17,1,2018-08-07T00:00:00.000Z,createdBy.50yx3@example.com,2019-08-09T00:00:00.000Z,modifiedBy.50yx3@example.com
8443336b-d7ed-4911-aa67-6e2af7839db4,name-8443336,642869937951.63,80,2019-11-24T00:00:00.000Z,createdBy.50yx4@example.com,2004-02-19T00:00:00.000Z,modifiedBy.50yx4@example.net
84433372-573f-4297-950d-0caaabd400b9,name-8443337,6274953917430.9,90,2018-04-17T00:00:00.000Z,createdBy.50yx5@example.org,2022-11-09T00:00:00.000Z,modifiedBy.50yx5@example.org
84433385-3bf7-4f8d-96bd-3e0604458c26,name-8443338,7967902513289.25,74,2012-01-27T00:00:00.000Z,createdBy.50yx6@example.net,2014-05-07T00:00:00.000Z,modifiedBy.50yx6@example.org
84433396-eb55-4798-945e-0b313ab3bbc6,name-8443339,5434881864597.37,67,2014-02-26T00:00:00.000Z,createdBy.50yx7@example.com,2012-09-21T00:00:00.000Z,modifiedBy.50yx7@example.com
84433409-41d3-428b-8b43-a5842b42b3dd,name-8443340,8718648086020.51,21,2014-06-27T00:00:00.000Z,createdBy.50yx8@example.com,2008-12-10T00:00:00.000Z,modifiedBy.50yx8@example.org
8443341e-3209-4bf5-8a1b-3b721083803a,name-8443341,1865662087845.71,65,2001-07-25T00:00:00.000Z,createdBy.50yx9@example.org,2015-01-15T00:00:00.000Z,modifiedBy.50yx9@example.com
84433423-c35e-47ba-bb57-55353319c346,name-8443342,9750027788642.36,39,2009-05-09T00:00:00.000Z,createdBy.50yxa@example.org,2011-02-11T00:00:00.000Z,modifiedBy.50yxa@example.org
8443343d-f1af-4132-accd-fc6736f18b43,name-8443343,8243124938868.29,78,2012-03-14T00:00:00.000Z,createdBy.50yxb@example.org,2009-10-20T00:00:00.000Z,modifiedBy.50yxb@example.org
8443344a-ab3f-48e1-b336-e089fde5d854,name-8443344,5256862095196.65,57,2012-10-23T00:00:00.000Z,createdBy.50yxc@example.net,2004-10-28T00:00:00.000Z,modifiedBy.50yxc@example.com
84433452-4098-4ccf-af2c-11782f93066e,name-8443345,5783377872788.27,37,2005-09-02T00:00:00.000Z,createdBy.50yxd@example.net,2000-03-27T00:00:00.000Z,modifiedBy.50yxd@example.com
8443346f-dfce-40f1-a54d-622f25fc59ab,name-8443346,3079985468082.32,66,2005-08-27T00:00:00.000Z,createdBy.50yxe@example.net,2013-10-02T00:00:00.000Z,modifiedBy.50yxe@example.org
8443347b-b024-4b56-b83b-98f31fa4a3db,name-8443347,8912828068051.29,99,2007-01-17T00:00:00.000Z,createdBy.50yxf@example.com,2015-12-02T00:00:00.000Z,modifiedBy.50yxf@example.com
8443348a-bb49-45c8-b42e-aa479f0ade9f,name-8443348,8914515527840.31,38,2016-05-27T00:00:00.000Z,createdBy.50yxg@example.com,2022-01-19T00:00:00.000Z,modifiedBy.50yxg@example.org
84433499-394f-4338-ad6a-d6df3ca72f73,name-8443349,2975622909321.45,79,2000-06-06T00:00:00.000Z,createdBy.50yxh@example.net,2020-11-24T00:00:00.000Z,modifiedBy.50yxh@example.org
8443350d-7e5c-4b1d-a051-60157fafdaec,name-8443350,7134763773882.05,27,2003-02-05T00:00:00.000Z,createdBy.50yxi@example.org,2016-01-18T00:00:00.000Z,modifiedBy.50yxi@example.net
84433517-632b-4bc8-b392-884a6e888d28,name-8443351,9714313246666.29,58,2011-05-06T00:00:00.000Z,createdBy.50yxj@example.com,2008-11-23T00:00:00.000Z,modifiedBy.50yxj@example.net
84433521-01d8-4aca-931b-e723877c73b8,name-8443352,4759831546069.2,89,2007-08-13T00:00:00.000Z,createdBy.50yxk@example.net,2006-06-25T00:00:00.000Z,modifiedBy.50yxk@example.com
84433537-1652-4c02-b0de-64cbc33170ed,name-8443353,3966469588651.77,33,2014-07-22T00:00:00.000Z,createdBy.50yxl@example.com,2010-03-11T00:00:00.000Z,modifiedBy.50yxl@example.com
84433545-440e-45be-a3a0-7cf218817cdd,name-8443354,1010945766766.94,69,2013-09-23T00:00:00.000Z,createdBy.50yxm@example.net,2019-05-09T00:00:00.000Z,modifiedBy.50yxm@example.org
8443355a-d163-4a31-99e1-b43d3a7a0ff4,name-8443355,4132697595498.95,72,2022-08-28T00:00:00.000Z,createdBy.50yxn@example.com,2011-01-03T00:00:00.000Z,modifiedBy.50yxn@example.com
84433561-7b88-4289-b7e3-ead99b749f80,name-8443356,4573156385666.44,23,2013-02-09T00:00:00.000Z,createdBy.50yxo@example.net,2005-06-27T00:00:00.000Z,modifiedBy.50yxo@example.net
8443357b-9b1a-4c41-81a4-d8824bf39ee3,name-8443357,8106716379487.98,95,2005-07-30T00:00:00.000Z,createdBy.50yxp@example.com,2001-11-19T00:00:00.000Z,modifiedBy.50yxp@example.com
84433585-a535-482f-a9bf-d298561f47cb,name-8443358,9908147994944.85,71,2021-10-07T00:00:00.000Z,createdBy.50yxq@example.net,2021-06-11T00:00:00.000Z,modifiedBy.50yxq@example.com
8443359c-1cfb-49d7-816d-ce4f4ba9d9d0,name-8443359,8018911823208.52,8,2002-09-12T00:00:00.000Z,createdBy.50yxr@example.com,2000-10-01T00:00:00.000Z,modifiedBy.50yxr@example.org
84433600-0490-4db8-8e7e-13def16d92f4,name-8443360,4893287837587.19,38,2013-07-19T00:00:00.000Z,createdBy.50yxs@example.com,2007-04-23T00:00:00.000Z,modifiedBy.50yxs@example.com
8443361b-83e3-4b8f-9c12-a90e365ad61f,name-8443361,8774785549100.37,6,2013-04-19T00:00:00.000Z,createdBy.50yxt@example.org,2016-02-17T00:00:00.000Z,modifiedBy.50yxt@example.org
84433629-437f-452e-bc03-60e7472441e7,name-8443362,1588903576621.69,90,2019-10-20T00:00:00.000Z,createdBy.50yxu@example.org,2007-02-11T00:00:00.000Z,modifiedBy.50yxu@example.com
8443363b-536a-4b1d-aeff-523d0421ea4d,name-8443363,2148513329673.16,58,2003-07-05T00:00:00.000Z,createdBy.50yxv@example.com,2001-04-05T00:00:00.000Z,modifiedBy.50yxv@example.org
84433641-ec28-49bd-b1ff-5b48a6542939,name-8443364,750370756504.34,84,2014-08-16T00:00:00.000Z,createdBy.50yxw@example.net,2015-03-02T00:00:00.000Z,modifiedBy.50yxw@example.com
84433654-3d85-4e51-a7b8-b4792aec9655,name-8443365,8788891038688.52,72,2018-02-15T00:00:00.000Z,createdBy.50yxx@example.com,2001-12-12T00:00:00.000Z,modifiedBy.50yxx@example.net
8443366f-7bae-455f-81cf-1ce1c21cc4c6,name-8443366,6603015989767.81,38,2012-07-08T00:00:00.000Z,createdBy.50yxy@example.org,2017-03-18T00:00:00.000Z,modifiedBy.50yxy@example.net
84433673-7fa8-48d8-b44b-4ee4b6725c4d,name-8443367,2594136779032.54,59,2013-10-02T00:00:00.000Z,createdBy.50yxz@example.org,2012-07-03T00:00:00.000Z,modifiedBy.50yxz@example.net
84433683-247a-4776-9dab-96db29aaa1e2,name-8443368,3726893098887.7,59,2020-05-16T00:00:00.000Z,createdBy.50yy0@example.net,2007-01-29T00:00:00.000Z,modifiedBy.50yy0@example.net
8443369a-942e-4a0f-92a1-cf4063cee546,name-8443369,5696590450047.9,84,2008-04-04T00:00:00.000Z,createdBy.50yy1@example.com,2020-10-23T00:00:00.000Z,modifiedBy.50yy1@example.net
84433700-6a69-4c7f-9bfc-19378c2d7a2d,name-8443370,8559270309909.46,31,2021-07-07T00:00:00.000Z,createdBy.50yy2@example.org,2011-10-13T00:00:00.000Z,modifiedBy.50yy2@example.com
8443371b-411f-4221-85b3-2460dedcd851,name-8443371,4268821344899.08,87,2016-02-15T00:00:00.000Z,createdBy.50yy3@example.org,2005-10-03T00:00:00.000Z,modifiedBy.50yy3@example.org
8443372d-7794-4501-b956-01b2b5a974b5,name-8443372,6829900969209.49,38,2006-02-26T00:00:00.000Z,createdBy.50yy4@example.net,2007-05-14T00:00:00.000Z,modifiedBy.50yy4@example.org
84433732-11bf-48bb-af5b-e5eca3115907,name-8443373,3219537322569.57,45,2017-01-17T00:00:00.000Z,createdBy.50yy5@example.net,2011-06-05T00:00:00.000Z,modifiedBy.50yy5@example.org
8443374a-f947-4631-9f87-e82cd8c65cc0,name-8443374,653485325142.37,62,2022-02-15T00:00:00.000Z,createdBy.50yy6@example.org,2001-08-02T00:00:00.000Z,modifiedBy.50yy6@example.com
84433750-f0c4-4e77-8c92-c738016bb754,name-8443375,8502251352076.11,62,2003-07-03T00:00:00.000Z,createdBy.50yy7@example.com,2021-09-01T00:00:00.000Z,modifiedBy.50yy7@example.org
8443376a-8901-498c-a53f-79a421bf2e48,name-8443376,973654227215.22,55,2003-05-29T00:00:00.000Z,createdBy.50yy8@example.com,2003-03-05T00:00:00.000Z,modifiedBy.50yy8@example.org
8443377a-49f3-41e1-9802-f30eec49e115,name-8443377,9049273762876.34,40,2002-06-10T00:00:00.000Z,createdBy.50yy9@example.net,2023-11-01T00:00:00.000Z,modifiedBy.50yy9@example.org
