ID,poNumber,supplier_ID,orderDate,status,totalAmount,createdAt,createdBy,modifiedAt,modifiedBy
23107269-2b8e-4f8b-8a93-e60f09976073,poNumber-23107269,16393584-81bd-4021-8080-0e93eca5b379,2009-12-22,status-23107269,2705416286447.14,2013-05-07T00:00:00.000Z,createdBy.dr9ol@example.org,2023-08-09T00:00:00.000Z,modifiedBy.dr9ol@example.net
23107270-e797-477f-b579-8881f7236705,poNumber-23107270,16393584-81bd-4021-8080-0e93eca5b379,2017-02-19,status-23107270,7017616866188.44,2016-03-10T00:00:00.000Z,createdBy.dr9om@example.org,2001-05-13T00:00:00.000Z,modifiedBy.dr9om@example.net
23107271-23af-425c-8d77-07c3a62a49e7,poNumber-23107271,16393584-81bd-4021-8080-0e93eca5b379,2013-04-29,status-23107271,6880208482163.44,2009-02-01T00:00:00.000Z,createdBy.dr9on@example.net,2004-05-26T00:00:00.000Z,modifiedBy.dr9on@example.org
23107272-5dd4-4751-96b3-970ac0ebf0f8,poNumber-23107272,16393584-81bd-4021-8080-0e93eca5b379,2005-12-29,status-23107272,358349489349.39,2002-01-07T00:00:00.000Z,createdBy.dr9oo@example.com,2007-06-27T00:00:00.000Z,modifiedBy.dr9oo@example.com
23107273-755a-44a3-a7a0-d95a3e8453e0,poNumber-23107273,16393584-81bd-4021-8080-0e93eca5b379,2020-09-17,status-23107273,4713668411696.22,2001-12-14T00:00:00.000Z,createdBy.dr9op@example.com,2016-03-14T00:00:00.000Z,modifiedBy.dr9op@example.com
23107274-2723-485e-8689-dfb795e63aa2,poNumber-23107274,16393584-81bd-4021-8080-0e93eca5b379,2004-01-02,status-23107274,5644838745939.91,2022-08-04T00:00:00.000Z,createdBy.dr9oq@example.com,2006-09-18T00:00:00.000Z,modifiedBy.dr9oq@example.net
23107275-89a4-4a5d-aedb-e1ddc7228fa2,poNumber-23107275,16393584-81bd-4021-8080-0e93eca5b379,2018-02-08,status-23107275,1361311764899.26,2005-05-02T00:00:00.000Z,createdBy.dr9or@example.com,2022-10-24T00:00:00.000Z,modifiedBy.dr9or@example.net
23107276-760e-4f3e-85f8-065a20bf2297,poNumber-23107276,16393584-81bd-4021-8080-0e93eca5b379,2013-03-28,status-23107276,4550826024469.31,2012-02-02T00:00:00.000Z,createdBy.dr9os@example.org,2003-02-07T00:00:00.000Z,modifiedBy.dr9os@example.org
23107277-fc98-4a6d-9e3d-19f6feaecc37,poNumber-23107277,16393584-81bd-4021-8080-0e93eca5b379,2020-01-13,status-23107277,4196231935651.71,2001-10-24T00:00:00.000Z,createdBy.dr9ot@example.net,2003-12-31T00:00:00.000Z,modifiedBy.dr9ot@example.org
23107278-299c-4fe4-a7de-9012f3455d44,poNumber-23107278,16393584-81bd-4021-8080-0e93eca5b379,2010-06-13,status-23107278,1602956510114.62,2018-01-12T00:00:00.000Z,createdBy.dr9ou@example.com,2008-01-12T00:00:00.000Z,modifiedBy.dr9ou@example.com
23107279-c676-4fe2-88d1-176a7c2a0b02,poNumber-23107279,16393584-81bd-4021-8080-0e93eca5b379,2012-10-26,status-23107279,4418076879937.85,2005-03-19T00:00:00.000Z,createdBy.dr9ov@example.org,2004-06-14T00:00:00.000Z,modifiedBy.dr9ov@example.com
23107280-f876-4e5c-9bfa-3bfaea3b6a20,poNumber-23107280,16393584-81bd-4021-8080-0e93eca5b379,2019-10-11,status-23107280,6474970458438.17,2002-08-30T00:00:00.000Z,createdBy.dr9ow@example.net,2021-09-26T00:00:00.000Z,modifiedBy.dr9ow@example.org
23107281-d4f3-49a7-9af1-097e0adc76ce,poNumber-23107281,16393584-81bd-4021-8080-0e93eca5b379,2011-06-06,status-23107281,8661304979812.66,2017-12-26T00:00:00.000Z,createdBy.dr9ox@example.org,2009-04-20T00:00:00.000Z,modifiedBy.dr9ox@example.org
23107282-8bad-4f20-82c6-7940da2f6b26,poNumber-23107282,16393584-81bd-4021-8080-0e93eca5b379,2019-10-28,status-23107282,2959996440032.73,2008-01-20T00:00:00.000Z,createdBy.dr9oy@example.org,2004-07-31T00:00:00.000Z,modifiedBy.dr9oy@example.com
23107283-55ee-4a15-a533-11b2771a252a,poNumber-23107283,16393584-81bd-4021-8080-0e93eca5b379,2016-09-18,status-23107283,7579009750005.27,2000-12-22T00:00:00.000Z,createdBy.dr9oz@example.net,2012-09-18T00:00:00.000Z,modifiedBy.dr9oz@example.org
23107284-aaf4-470d-9005-3ab37373d490,poNumber-23107284,16393584-81bd-4021-8080-0e93eca5b379,2005-11-17,status-23107284,6386971098427.72,2021-04-13T00:00:00.000Z,createdBy.dr9p0@example.org,2009-02-07T00:00:00.000Z,modifiedBy.dr9p0@example.com
23107285-becc-47a5-b57a-0485a8f382c3,poNumber-23107285,16393584-81bd-4021-8080-0e93eca5b379,2005-10-09,status-23107285,625856868918.9,2006-09-05T00:00:00.000Z,createdBy.dr9p1@example.net,2003-08-07T00:00:00.000Z,modifiedBy.dr9p1@example.com
23107286-7b66-406d-a9c7-77e405802e2e,poNumber-23107286,16393584-81bd-4021-8080-0e93eca5b379,2008-09-20,status-23107286,2016086759980.7,2013-05-26T00:00:00.000Z,createdBy.dr9p2@example.com,2001-02-03T00:00:00.000Z,modifiedBy.dr9p2@example.net
23107287-3fc2-4508-aa6c-a8d32282b2f9,poNumber-23107287,16393584-81bd-4021-8080-0e93eca5b379,2000-12-10,status-23107287,849107610084.69,2017-01-05T00:00:00.000Z,createdBy.dr9p3@example.com,2017-10-31T00:00:00.000Z,modifiedBy.dr9p3@example.com
23107288-d1a5-430c-a487-f09cfd784715,poNumber-23107288,16393584-81bd-4021-8080-0e93eca5b379,2017-07-03,status-23107288,1853928860824.96,2003-02-17T00:00:00.000Z,createdBy.dr9p4@example.net,2008-04-15T00:00:00.000Z,modifiedBy.dr9p4@example.com
23107289-e3aa-46f7-9741-e25aed7342cb,poNumber-23107289,16393584-81bd-4021-8080-0e93eca5b379,2022-06-19,status-23107289,7427014374438.35,2005-12-20T00:00:00.000Z,createdBy.dr9p5@example.org,2021-12-21T00:00:00.000Z,modifiedBy.dr9p5@example.org
23107290-1434-4f01-a913-9c8c1225e848,poNumber-23107290,16393584-81bd-4021-8080-0e93eca5b379,2009-05-22,status-23107290,8341007677218.24,2015-05-26T00:00:00.000Z,createdBy.dr9p6@example.org,2003-05-24T00:00:00.000Z,modifiedBy.dr9p6@example.com
23107291-b1f0-4c29-8a27-9fbb17145d4f,poNumber-23107291,16393584-81bd-4021-8080-0e93eca5b379,2009-02-25,status-23107291,9677391802734.82,2005-08-31T00:00:00.000Z,createdBy.dr9p7@example.net,2010-11-13T00:00:00.000Z,modifiedBy.dr9p7@example.com
23107292-f075-4ae9-9b01-74052561c080,poNumber-23107292,16393584-81bd-4021-8080-0e93eca5b379,2020-12-06,status-23107292,776673666173.22,2013-02-22T00:00:00.000Z,createdBy.dr9p8@example.com,2014-03-07T00:00:00.000Z,modifiedBy.dr9p8@example.org
23107293-46c9-402d-8af9-2e30100def76,poNumber-23107293,16393584-81bd-4021-8080-0e93eca5b379,2007-06-01,status-23107293,248234398424.2,2015-06-15T00:00:00.000Z,createdBy.dr9p9@example.com,2010-12-13T00:00:00.000Z,modifiedBy.dr9p9@example.net
23107294-aae5-4316-b127-8bfda173e1d6,poNumber-23107294,16393584-81bd-4021-8080-0e93eca5b379,2012-08-05,status-23107294,4042951296045.71,2001-07-05T00:00:00.000Z,createdBy.dr9pa@example.org,2003-12-16T00:00:00.000Z,modifiedBy.dr9pa@example.org
23107295-6737-470e-bff4-5ac3073b81c8,poNumber-23107295,16393584-81bd-4021-8080-0e93eca5b379,2013-05-28,status-23107295,8637923811410.04,2016-11-18T00:00:00.000Z,createdBy.dr9pb@example.net,2001-05-20T00:00:00.000Z,modifiedBy.dr9pb@example.com
23107296-a0b3-4be6-ab25-1ce7f73dba61,poNumber-23107296,16393584-81bd-4021-8080-0e93eca5b379,2013-12-19,status-23107296,3432721211124.21,2011-03-02T00:00:00.000Z,createdBy.dr9pc@example.org,2001-06-14T00:00:00.000Z,modifiedBy.dr9pc@example.org
23107297-9dd9-4797-b668-992cf138771b,poNumber-23107297,16393584-81bd-4021-8080-0e93eca5b379,2007-11-09,status-23107297,7783852954716.51,2005-05-04T00:00:00.000Z,createdBy.dr9pd@example.com,2012-09-21T00:00:00.000Z,modifiedBy.dr9pd@example.org
23107298-95ee-4132-81c2-2716b9194ed4,poNumber-23107298,16393584-81bd-4021-8080-0e93eca5b379,2014-06-07,status-23107298,3107424785303.35,2009-04-01T00:00:00.000Z,createdBy.dr9pe@example.org,2000-11-04T00:00:00.000Z,modifiedBy.dr9pe@example.net
23107299-3d17-43dd-810a-16a3d941321b,poNumber-23107299,16393584-81bd-4021-8080-0e93eca5b379,2012-04-07,status-23107299,68135358822.15,2020-01-06T00:00:00.000Z,createdBy.dr9pf@example.net,2020-05-25T00:00:00.000Z,modifiedBy.dr9pf@example.net
23107300-8407-4d1d-b5da-4584f1073bcd,poNumber-23107300,16393584-81bd-4021-8080-0e93eca5b379,2008-04-25,status-23107300,222427781945.68,2011-11-04T00:00:00.000Z,createdBy.dr9pg@example.com,2009-11-18T00:00:00.000Z,modifiedBy.dr9pg@example.com
23107301-298c-42dc-a5de-d8f3fad1fb22,poNumber-23107301,16393584-81bd-4021-8080-0e93eca5b379,2012-11-17,status-23107301,9987433113713.18,2012-12-06T00:00:00.000Z,createdBy.dr9ph@example.com,2007-12-05T00:00:00.000Z,modifiedBy.dr9ph@example.org
23107302-85b9-4a72-9ef9-3eaec5353cc2,poNumber-23107302,16393584-81bd-4021-8080-0e93eca5b379,2005-03-24,status-23107302,653472422148.01,2014-06-14T00:00:00.000Z,createdBy.dr9pi@example.com,2010-05-21T00:00:00.000Z,modifiedBy.dr9pi@example.com
23107303-580b-4fa3-a0e7-e5763c197602,poNumber-23107303,16393584-81bd-4021-8080-0e93eca5b379,2000-03-07,status-23107303,4692393893019.3,2020-03-13T00:00:00.000Z,createdBy.dr9pj@example.com,2017-06-23T00:00:00.000Z,modifiedBy.dr9pj@example.com
23107304-59fa-49e8-8ce3-9d30356d78bd,poNumber-23107304,16393584-81bd-4021-8080-0e93eca5b379,2012-05-21,status-23107304,543780927059.63,2015-12-19T00:00:00.000Z,createdBy.dr9pk@example.com,2001-11-09T00:00:00.000Z,modifiedBy.dr9pk@example.org
23107305-5dd1-4d84-8b98-b75b7b8d6bc5,poNumber-23107305,16393584-81bd-4021-8080-0e93eca5b379,2008-08-29,status-23107305,967670699995.18,2022-10-25T00:00:00.000Z,createdBy.dr9pl@example.net,2017-11-29T00:00:00.000Z,modifiedBy.dr9pl@example.net
23107306-08aa-4bd7-8f74-6c7fdda8e935,poNumber-23107306,16393584-81bd-4021-8080-0e93eca5b379,2011-03-01,status-23107306,9985233310670.29,2005-03-16T00:00:00.000Z,createdBy.dr9pm@example.org,2019-03-05T00:00:00.000Z,modifiedBy.dr9pm@example.com
23107307-af15-401c-8b9d-b79f9d3e9d0a,poNumber-23107307,16393584-81bd-4021-8080-0e93eca5b379,2011-11-05,status-23107307,6430730499517.29,2002-08-02T00:00:00.000Z,createdBy.dr9pn@example.org,2003-01-21T00:00:00.000Z,modifiedBy.dr9pn@example.com
23107308-47d7-4629-ae0b-0e7ba1c6dcca,poNumber-23107308,16393584-81bd-4021-8080-0e93eca5b379,2009-11-17,status-23107308,3794909498403.41,2021-10-30T00:00:00.000Z,createdBy.dr9po@example.com,2019-07-05T00:00:00.000Z,modifiedBy.dr9po@example.org
23107309-b13c-41d4-a4f3-780c8572bb98,poNumber-23107309,16393584-81bd-4021-8080-0e93eca5b379,2023-09-16,status-23107309,282594126078.79,2000-03-22T00:00:00.000Z,createdBy.dr9pp@example.net,2019-05-16T00:00:00.000Z,modifiedBy.dr9pp@example.org
23107310-fd82-4010-9d0d-f7a4fd5598f3,poNumber-23107310,16393584-81bd-4021-8080-0e93eca5b379,2007-01-19,status-23107310,813835231667.43,2018-12-07T00:00:00.000Z,createdBy.dr9pq@example.net,2019-09-13T00:00:00.000Z,modifiedBy.dr9pq@example.org
23107311-0ed0-4fb9-a4cf-808722b708fa,poNumber-23107311,16393584-81bd-4021-8080-0e93eca5b379,2000-01-22,status-23107311,1686917862564.84,2000-09-28T00:00:00.000Z,createdBy.dr9pr@example.org,2002-12-02T00:00:00.000Z,modifiedBy.dr9pr@example.net
23107312-3955-40d4-afc1-c8761e6049bb,poNumber-23107312,16393584-81bd-4021-8080-0e93eca5b379,2003-08-31,status-23107312,3655409255890.14,2020-09-10T00:00:00.000Z,createdBy.dr9ps@example.com,2002-12-10T00:00:00.000Z,modifiedBy.dr9ps@example.org
23107313-e66d-4732-a6e1-cc806f2c3dec,poNumber-23107313,16393584-81bd-4021-8080-0e93eca5b379,2006-07-16,status-23107313,6479013816021.45,2009-11-02T00:00:00.000Z,createdBy.dr9pt@example.org,2016-05-08T00:00:00.000Z,modifiedBy.dr9pt@example.org
23107314-5009-43d3-9c55-1429629c2a3a,poNumber-23107314,16393584-81bd-4021-8080-0e93eca5b379,2014-02-03,status-23107314,6733022146698.19,2005-05-24T00:00:00.000Z,createdBy.dr9pu@example.net,2022-08-06T00:00:00.000Z,modifiedBy.dr9pu@example.net
23107315-079c-4785-8aec-bd367388315a,poNumber-23107315,16393584-81bd-4021-8080-0e93eca5b379,2014-06-11,status-23107315,1131932731218.4,2009-01-15T00:00:00.000Z,createdBy.dr9pv@example.org,2021-11-11T00:00:00.000Z,modifiedBy.dr9pv@example.org
23107316-026f-4e01-b2bc-dc894e425673,poNumber-23107316,16393584-81bd-4021-8080-0e93eca5b379,2016-06-17,status-23107316,4712450494990.31,2006-01-16T00:00:00.000Z,createdBy.dr9pw@example.org,2001-01-06T00:00:00.000Z,modifiedBy.dr9pw@example.net
23107317-3526-4aa7-9b13-715869507dcd,poNumber-23107317,16393584-81bd-4021-8080-0e93eca5b379,2019-04-12,status-23107317,4582380767213.23,2015-12-03T00:00:00.000Z,createdBy.dr9px@example.net,2008-11-02T00:00:00.000Z,modifiedBy.dr9px@example.com
23107318-83e0-4756-ba5e-6b5b46889d4e,poNumber-23107318,16393584-81bd-4021-8080-0e93eca5b379,2023-06-30,status-23107318,2165446777795.28,2009-09-24T00:00:00.000Z,createdBy.dr9py@example.net,2002-10-23T00:00:00.000Z,modifiedBy.dr9py@example.net
23107319-31fd-4dcc-b9e8-7dc0e6a5a022,poNumber-23107319,16393584-81bd-4021-8080-0e93eca5b379,2006-01-18,status-23107319,1063348599987.63,2020-05-25T00:00:00.000Z,createdBy.dr9pz@example.net,2021-03-27T00:00:00.000Z,modifiedBy.dr9pz@example.net
23107320-561b-4a2c-a224-b2ead406060b,poNumber-23107320,16393584-81bd-4021-8080-0e93eca5b379,2015-07-11,status-23107320,4658073503759.78,2023-05-14T00:00:00.000Z,createdBy.dr9q0@example.com,2009-09-28T00:00:00.000Z,modifiedBy.dr9q0@example.org
23107321-f6bc-41c6-86c6-7c8cbbc4b9a5,poNumber-23107321,16393584-81bd-4021-8080-0e93eca5b379,2023-07-11,status-23107321,875370237237.63,2017-10-30T00:00:00.000Z,createdBy.dr9q1@example.com,2010-11-06T00:00:00.000Z,modifiedBy.dr9q1@example.net
23107322-8ee3-41a8-9034-b97e407348ee,poNumber-23107322,16393584-81bd-4021-8080-0e93eca5b379,2014-12-19,status-23107322,8875049991232.05,2010-02-16T00:00:00.000Z,createdBy.dr9q2@example.net,2005-05-17T00:00:00.000Z,modifiedBy.dr9q2@example.com
23107323-3fb2-465e-b8e2-07571f4f6adb,poNumber-23107323,16393584-81bd-4021-8080-0e93eca5b379,2013-12-16,status-23107323,3623837833666.73,2013-01-05T00:00:00.000Z,createdBy.dr9q3@example.com,2016-03-03T00:00:00.000Z,modifiedBy.dr9q3@example.net
23107324-7fe3-498f-974f-98b2ed5cfaf4,poNumber-23107324,16393584-81bd-4021-8080-0e93eca5b379,2007-10-12,status-23107324,8854459960626.96,2013-06-23T00:00:00.000Z,createdBy.dr9q4@example.net,2013-10-30T00:00:00.000Z,modifiedBy.dr9q4@example.org
23107325-81a0-4f5c-8d13-7811017110f4,poNumber-23107325,16393584-81bd-4021-8080-0e93eca5b379,2018-04-11,status-23107325,4411618774321.44,2005-09-10T00:00:00.000Z,createdBy.dr9q5@example.com,2003-11-23T00:00:00.000Z,modifiedBy.dr9q5@example.com
23107326-5718-409b-8670-d656f1ffddad,poNumber-23107326,16393584-81bd-4021-8080-0e93eca5b379,2004-06-08,status-23107326,1301545413564.67,2008-12-04T00:00:00.000Z,createdBy.dr9q6@example.org,2008-01-01T00:00:00.000Z,modifiedBy.dr9q6@example.net
23107327-b820-4489-a2ef-988d35379599,poNumber-23107327,16393584-81bd-4021-8080-0e93eca5b379,2005-06-30,status-23107327,6362934080305.22,2005-07-10T00:00:00.000Z,createdBy.dr9q7@example.net,2015-07-15T00:00:00.000Z,modifiedBy.dr9q7@example.com
23107328-ea51-47d7-9f6d-384766720eca,poNumber-23107328,16393584-81bd-4021-8080-0e93eca5b379,2016-05-04,status-23107328,1818967098373.66,2014-02-22T00:00:00.000Z,createdBy.dr9q8@example.net,2019-01-18T00:00:00.000Z,modifiedBy.dr9q8@example.com
23107329-61cf-45cf-8bd4-d41d42cc212d,poNumber-23107329,16393584-81bd-4021-8080-0e93eca5b379,2016-01-08,status-23107329,4159046767120.41,2022-10-20T00:00:00.000Z,createdBy.dr9q9@example.org,2021-04-30T00:00:00.000Z,modifiedBy.dr9q9@example.net
23107330-9f3a-4cad-bb5b-844486a978ed,poNumber-23107330,16393584-81bd-4021-8080-0e93eca5b379,2020-08-14,status-23107330,3388199904001.32,2007-05-08T00:00:00.000Z,createdBy.dr9qa@example.com,2009-10-30T00:00:00.000Z,modifiedBy.dr9qa@example.com
23107331-ea06-43df-9bee-ae8ea56b1ce9,poNumber-23107331,16393584-81bd-4021-8080-0e93eca5b379,2000-10-07,status-23107331,6847090274252.21,2010-08-08T00:00:00.000Z,createdBy.dr9qb@example.com,2000-01-26T00:00:00.000Z,modifiedBy.dr9qb@example.net
23107332-70eb-4feb-8b95-80b452701c27,poNumber-23107332,16393584-81bd-4021-8080-0e93eca5b379,2017-10-17,status-23107332,466874364999.74,2008-09-11T00:00:00.000Z,createdBy.dr9qc@example.org,2019-06-24T00:00:00.000Z,modifiedBy.dr9qc@example.org
23107333-1a44-4a90-86fb-4526e928895c,poNumber-23107333,16393584-81bd-4021-8080-0e93eca5b379,2011-03-28,status-23107333,298451905130.62,2023-02-24T00:00:00.000Z,createdBy.dr9qd@example.org,2011-03-30T00:00:00.000Z,modifiedBy.dr9qd@example.net
23107334-d48e-4833-9eaa-81de36d9f419,poNumber-23107334,16393584-81bd-4021-8080-0e93eca5b379,2012-05-14,status-23107334,7143878637338.29,2007-11-27T00:00:00.000Z,createdBy.dr9qe@example.org,2001-07-04T00:00:00.000Z,modifiedBy.dr9qe@example.org
23107335-23ed-4cb7-971b-4423f2e9f234,poNumber-23107335,16393584-81bd-4021-8080-0e93eca5b379,2013-12-11,status-23107335,9496555404258.33,2008-01-14T00:00:00.000Z,createdBy.dr9qf@example.com,2023-05-24T00:00:00.000Z,modifiedBy.dr9qf@example.com
23107336-2702-4cc6-bbcc-0ffc73783810,poNumber-23107336,16393584-81bd-4021-8080-0e93eca5b379,2006-12-17,status-23107336,7228267676817.81,2018-03-27T00:00:00.000Z,createdBy.dr9qg@example.org,2012-12-05T00:00:00.000Z,modifiedBy.dr9qg@example.net
23107337-ebc3-4230-bda0-3a6cc1500939,poNumber-23107337,16393584-81bd-4021-8080-0e93eca5b379,2014-12-18,status-23107337,9943193154791.41,2001-12-01T00:00:00.000Z,createdBy.dr9qh@example.net,2013-11-17T00:00:00.000Z,modifiedBy.dr9qh@example.net
23107338-c845-4431-bcde-a937205a3ea7,poNumber-23107338,16393584-81bd-4021-8080-0e93eca5b379,2016-05-18,status-23107338,4780175790383.58,2015-05-03T00:00:00.000Z,createdBy.dr9qi@example.net,2000-10-23T00:00:00.000Z,modifiedBy.dr9qi@example.org
23107339-cf6f-4477-a974-d1ecbdef39e7,poNumber-23107339,16393584-81bd-4021-8080-0e93eca5b379,2020-11-28,status-23107339,4791491401004.46,2020-01-14T00:00:00.000Z,createdBy.dr9qj@example.org,2003-12-25T00:00:00.000Z,modifiedBy.dr9qj@example.com
23107340-5e70-423b-9ed3-09026ca1017d,poNumber-23107340,16393584-81bd-4021-8080-0e93eca5b379,2008-05-21,status-23107340,458840205929.48,2001-02-04T00:00:00.000Z,createdBy.dr9qk@example.com,2005-07-02T00:00:00.000Z,modifiedBy.dr9qk@example.com
23107341-3b30-40a5-8088-535ddb8b19e9,poNumber-23107341,16393584-81bd-4021-8080-0e93eca5b379,2022-03-25,status-23107341,2531995647474.47,2013-05-19T00:00:00.000Z,createdBy.dr9ql@example.org,2022-10-04T00:00:00.000Z,modifiedBy.dr9ql@example.org
23107342-c68a-44f8-814f-1f7ae2af0052,poNumber-23107342,16393584-81bd-4021-8080-0e93eca5b379,2010-11-20,status-23107342,5412591156502.72,2001-11-02T00:00:00.000Z,createdBy.dr9qm@example.net,2015-11-10T00:00:00.000Z,modifiedBy.dr9qm@example.net
23107343-6b8b-46dc-8292-90ca91820d90,poNumber-23107343,16393584-81bd-4021-8080-0e93eca5b379,2005-05-16,status-23107343,8039295405917.52,2005-11-12T00:00:00.000Z,createdBy.dr9qn@example.com,2010-11-27T00:00:00.000Z,modifiedBy.dr9qn@example.net
23107344-7084-4274-b970-665473dbd042,poNumber-23107344,16393584-81bd-4021-8080-0e93eca5b379,2012-12-16,status-23107344,860915422702.7,2021-05-14T00:00:00.000Z,createdBy.dr9qo@example.net,2023-03-07T00:00:00.000Z,modifiedBy.dr9qo@example.net
